appTitle,userName,date,score,text,datetime,category,id,contentRating,processed_text,len,class1_ty,class2_ycx,class3_jc,final
Headspace: Meditation & Sleep,#Music Baba#,9-Nov-18,5,App is good for meditation,2019/3/16,HEALTH_AND_FITNESS,2386617,Everyone,App is good for meditation,26,4,4,4,4
Tubi - Free Movies & TV Shows,Susan Emerson,30-Apr-19,5,"great app, only 3 commercials, spaced about 25 minutes apart but that is much better than cable.",2019/5/9,ENTERTAINMENT,1725865,Teen,great app only 3 commercials spaced about 25 minutes apart but that is much better than cable,93,4,3,4,4
,Michael Glorioso,20-Apr-19,5,it is awesome bought something that is worth $42,2019/5/1,HEALTH_AND_FITNESS,2668321,,it is awesome bought something that is worth 42,47,4,4,3,4
,Denise Helms,2-Apr-19,5,easy and so very fast,2019/5/1,FINANCE,626080,,easy and so very fast,21,4,4,4,4
"Calm - Meditate, Sleep, Relax",Thomas Smith,10-Jan-19,5,Replaces my old sound machine with pictures and sound.,2019/3/16,HEALTH_AND_FITNESS,2382420,Everyone,Replaces my old sound machine with pictures and sound,53,3,3,3,3
Lose Belly Fat in 30 Days - Flat Stomach,Andre McInnis,6-May-19,5,"Great app, better than what I expected.",2019/5/9,HEALTH_AND_FITNESS,2682396,Everyone,Great app better than what I expected,37,4,4,4,4
Amazon Prime Video,Munnezzah Khan,15-Mar-19,5,wonderful. a very good collection of entertainment. kills the boredom,2019/3/24,ENTERTAINMENT,1452667,Teen,wonderful a very good collection of entertainment kills the boredom,67,4,4,4,4
,Andre Baumann,30-Apr-19,4,"I haven't used this much, but what I have done has really helped me learn a new language, I recommend to learners and memers alike.",2019/5/1,FAMILY,2004635,,I havent used this much but what I have done has really helped me learn a new language I recommend to learners and memers alike,127,3,3,4,3
Quizlet: Learn Languages & Vocab with Flashcards,Digital Kwaro,15-Apr-19,4,one of the best out there.,2019/4/21,EDUCATION,239575,Everyone,one of the best out there,25,4,4,4,4
Duolingo: Learn Languages Free,Joy Colmerauer,6-Apr-19,5,Love this app. Learning something new and becoming addicted!,2019/4/7,FAMILY,1891500,Everyone,Love this app Learning something new and becoming addicted,58,4,4,4,4
,Yog Raj,8-Jan-19,5,It's like a whatsapp group for chlidren if they make their own class.,2019/5/1,EDUCATION,251384,,Its like a whatsapp group for chlidren if they make their own class,67,2,3,2,2
Amazon Alexa,,3-Feb-19,5,i like it,2019/3/9,MUSIC_AND_AUDIO,1074784,Everyone,i like it,9,4,4,4,4
Tubi - Free Movies & TV Shows,A Google User,1-Apr-19,5,cool movie for free.. nice,2019/4/1,ENTERTAINMENT,1500381,Teen,cool movie for free nice,24,4,4,4,4
,Amy Jo Adames,19-Apr-19,5,lets me know what i'm seen as in the financial world,2019/5/1,FINANCE,615103,,lets me know what im seen as in the financial world,51,3,3,3,3
Apple Music,A Google User,13-Mar-19,1,just want to buy 1.99 song not 999 month,2019/4/1,MUSIC_AND_AUDIO,1152186,Teen,just want to buy 199 song not 99 month,38,3,1,3,3
PayPal Mobile Cash: Send and Request Money Fast,Heidii Roberts,14-Apr-19,4,handy and easy,2019/4/14,FINANCE,509998,Everyone,handy and easy,14,4,4,4,4
Fitbit,Ishaan Sohoni,8-Apr-19,1,I really love my fitbit blaze watch. But this interface is so so so so so so so bad that i can't even pair or sync my watch with the damn app. A big let down.,2019/4/14,HEALTH_AND_FITNESS,2559498,Everyone,I really love my fitbit blaze watch But this interface is so so so so so so so bad that i cant even pair or sync my watch with the damn app A big let down,154,1,1,2,1
Family Locator - GPS Tracker,Nevaeh Heaven,10-Apr-19,1,was good to start with once started to pay it only shows two accounts my 2 teens kids it wont show turned on everything and it's not working.,2019/4/14,LIFESTYLE,2237595,Everyone,was good to start with once started to pay it only shows two accounts my 2 teens kids it wont show turned on everything and its not working,139,1,1,1,1
Bitmoji _ Your Personal Emoji,,6-Mar-19,4,"I like it and all but i wish it be could make our own outfit's like mix and match them. and more hair, face and body choice's.",2019/3/13,ENTERTAINMENT,1412799,,I like it and all but i wish it be could make our own outfits like mix and match them and more hair face and body choices,121,2,2,2,2
Samsung Health,Kelly Poff,9-Apr-19,3,"I'm giving this app 3 stars do to the fact that it's very good for keeping track of things. only 3 stars due to the fact that the weight management is totally off. At 1052 Am, the app already says I'm over on my caloric intake, and I've not logged a single item yet for the day. I'm always in the over category.",2019/4/14,HEALTH_AND_FITNESS,2576872,Everyone,Im giving this app 3 stars do to the fact that its very good for keeping track of things only 3 stars due to the fact that the weight management is totally off At 1052 Am the app already says Im over on my caloric intake and Ive not logged a single item yet for the day Im always in the over category,300,1,3,1,1
Roblox,Keyona Walton,1-Apr-19,5,it's asome the best game ever made in the world,2019/4/1,FAMILY,1840787,Everyone 10+,its asome the best game ever made in the world,46,4,4,4,4
,Shiven Kohli,22-Apr-19,5,"10000,90099$ i gave it that muhc",2019/5/1,MUSIC_AND_AUDIO,1345959,,10090099 i gave it that muhc,28,4,4,3,4
Battle Royale: FPS Shooter,Anas kureshi,11-Mar-19,5,i love it,2019/3/24,GAME_ACTION,757806,Teen,i love it,9,4,4,4,4
,Blist Phoenix,1-Apr-19,1,it keep crashing pls fix it,2019/5/1,GAME_ACTION,970976,,it keep crashing pls fix it,27,1,1,1,1
,Milky 癟han,22-Apr-19,5,it helps me when i am stresses!,2019/5/1,HEALTH_AND_FITNESS,2661085,,it helps me when i am stresses,30,3,3,3,3
Credit Karma,Gerardo Serbantez,7-Mar-19,5,help me fix my credit for free,2019/3/8,FINANCE,343365,Everyone,help me fix my credit for free,30,3,1,1,1
,Rodolfo Olvera,24-Apr-19,5,a lot of music,2019/5/1,MUSIC_AND_AUDIO,1330895,,a lot of music,14,3,2,2,2
,A Google User,31-Jan-18,4,Overall generally good but recently cannot stream the app on my mibox or sonytv. Is there a problem with the Android TV app? Please fix asap as my son loves to watch curious George!,2019/5/1,EDUCATION,286266,,Overall generally good but recently cannot stream the app on my mibox or sonytv Is there a problem with the Android TV app Please fix asap as my son loves to watch curious George,178,1,1,1,1
Toca Kitchen 2,,9-Dec-18,5,I am in love with this,2019/3/13,FAMILY,1773343,Everyone,I am in love with this,22,4,4,4,4
Amazon Prime Video,Sneha Shraddha,25-Mar-19,4,nice collections specially prime originals,2019/4/1,ENTERTAINMENT,1488001,Teen,nice collections specially prime originals,42,4,4,4,4
,Mohammed Mubasheer,26-Apr-19,5,i love you,2019/5/1,ENTERTAINMENT,1693481,,i love you,10,4,4,4,4
PUBG MOBILE,Mayur Kamble,21-Apr-19,5,i like it,2019/4/21,GAME_ACTION,916036,Teen,i like it,9,4,4,4,4
Bitmoji _ Your Personal Emoji,,2-Mar-19,5,you impress me,2019/3/13,ENTERTAINMENT,1441841,,you impress me,14,3,4,4,4
Pandora - Streaming Music & Podcasts,A Google User,31-Mar-19,5,i love it,2019/4/14,MUSIC_AND_AUDIO,1258794,Teen,i love it,9,4,4,4,4
Remind: School Communication,Dustin Harris,4-Mar-19,1,works very poor with verizon,2019/3/8,EDUCATION,1920,Everyone,works very poor with verizon,28,4,1,1,1
PUBG MOBILE,Nathan Strong,13-Apr-19,1,takes up to much storage needs to much crashes every 5 to 10 minutes,2019/4/14,GAME_ACTION,895691,Teen,takes up to much storage needs to much crashes every 5 to 10 minutes,68,1,1,1,1
Netflix,Magicimagination VLOGSSS,31-Mar-19,5,hey julie heard u got that drip drip drip drip(continue the lyrics),2019/4/1,ENTERTAINMENT,1505803,Teen,hey julie heard u got that drip drip drip dripcontinue the lyrics,65,3,4,3,3
Credit Karma,Valerie McCoy,7-Apr-19,5,wonderful news to hear!,2019/4/7,FINANCE,476158,Everyone,wonderful news to hear,22,4,4,1,4
"iHeartRadio - Free Music, Radio & Podcasts",,24-Feb-19,4,thanking you for your great music,2019/3/9,MUSIC_AND_AUDIO,1057834,Teen,thanking you for your great music,33,4,4,4,4
Calorie Counter - MyFitnessPal,Gamer Plays with the second,24-Apr-19,5,"I am able to keep track of my calories and important nutritional info such as how much fat, sodium, sugar and protein.",2019/5/9,HEALTH_AND_FITNESS,2693714,Everyone,I am able to keep track of my calories and important nutritional info such as how much fat sodium sugar and protein,115,3,3,3,3
Duolingo: Learn Languages Free,min min,28-Mar-19,5,For times when I feel like a game while also being productive.,2019/4/1,EDUCATION,87391,Everyone,For times when I feel like a game while also being productive,61,3,4,4,4
Kick the Buddy,dolores barbour,8-May-19,2,"would give higher star, but it lags and doesn't respond at times, the forever buddy one, is worse, i had sound but black screen, almost couldn't get my tablet to come back around to working right. please fix this one, at least, it shuts down, stops working cause it says, that ""its not responding""",2019/5/9,GAME_ACTION,1001859,Teen,would give higher star but it lags and doesnt respond at times the forever buddy one is worse i had sound but black screen almost couldnt get my tablet to come back around to working right please fix this one at least it shuts down stops working cause it says that its not responding,283,1,1,1,1
Fantastic Face _ Face Analysis & Aging Prediction,,28-Feb-19,5,I love this app __,2019/3/13,LIFESTYLE,2082179,,I love this app ,16,4,4,4,4
Netflix,,12-Mar-19,5,It nice..has to be updated according to trends,2019/3/13,ENTERTAINMENT,1428322,Teen,It nicehas to be updated according to trends,44,2,2,3,2
YouTube Kids,,11-Mar-19,5,it's good for kids,2019/3/13,FAMILY,1751136,Everyone,its good for kids,17,4,4,4,4
,harshad nath,11-Apr-19,4,required more powers 4 bino. or else game was awesome,2019/5/1,FAMILY,1991038,,required more powers 4 bino or else game was awesome,52,4,2,2,2
Roku,John Wheeler,25-Apr-19,1,"I had this app a few days ago and had to reset my phone, I reinstalled it earlier today and it absolutely will not work, it keeps closing before it finishes launching",2019/5/9,ENTERTAINMENT,1709409,Teen,I had this app a few days ago and had to reset my phone I reinstalled it earlier today and it absolutely will not work it keeps closing before it finishes launching,164,1,1,1,1
PayPal Mobile Cash: Send and Request Money Fast,Tim Bilbrey,25-Feb-19,5,"one OF THE best & safest to share funds to family & friends B.day Gifts, Christmas, etc.",2019/3/8,FINANCE,340478,Everyone,one OF THE best  safest to share funds to family  friends Bday Gifts Christmas etc,82,4,4,4,4
Calorie Counter - MyFitnessPal,A Google User,17-Mar-19,1,Getting really tired of the app not opening.,2019/3/24,HEALTH_AND_FITNESS,2443875,Everyone,Getting really tired of the app not opening,43,1,1,1,1
Fitbit,Rowena Perez,26-Apr-19,2,I have to take the battery out everyday to sync it to my phone. (note 9),2019/5/9,HEALTH_AND_FITNESS,2678564,Everyone,I have to take the battery out everyday to sync it to my phone note 9,69,3,1,1,1
,humberto arechiga,12-Jul-17,5,It has Caillou and sister loves caillou,2019/5/1,EDUCATION,276050,,It has Caillou and sister loves caillou,39,3,4,4,4
Apple Music,Emily C,4-Apr-19,1,won't work at all following latest software update,2019/4/7,MUSIC_AND_AUDIO,1217954,Teen,wont work at all following latest software update,49,1,1,1,1
Tomb of the Mask,,1-Mar-19,3,no updates.for levels past 200,2019/3/8,GAME_ACTION,720971,Everyone,no updatesfor levels past 200,29,2,1,2,2
,Sabrina Spellman,16-Apr-19,1,I used to love this app. It would help me keep myself on track and responsible but lately it no longer works properly. I haven't been able to complete a diary for weeks now. It claims I haven't logged in any info in my weekly updates when I have done so daily. :/,2019/5/1,HEALTH_AND_FITNESS,2663293,,I used to love this app It would help me keep myself on track and responsible but lately it no longer works properly I havent been able to complete a diary for weeks now It claims I havent logged in any info in my weekly updates when I have done so daily ,255,1,1,1,1
Toca Kitchen 2,E. Abigail,7-Dec-18,5,It's really funny I love it,2019/3/13,FAMILY,1754566,Everyone,Its really funny I love it,26,4,4,4,4
Calorie Counter - MyFitnessPal,Paul Grona,27-Mar-19,5,Works excellent and really helps with the counting.,2019/4/1,HEALTH_AND_FITNESS,2448614,Everyone,Works excellent and really helps with the counting,50,4,4,3,4
The PCH App,A Google User,7-May-19,5,great experience with all the games,2019/5/9,LIFESTYLE,2341107,Everyone,great experience with all the games,35,4,4,4,4
Battle Royale: FPS Shooter,A Google User,5-Mar-19,1,this is a rip of of you know what kick your butt all the wae to pizza hut is you drare to compare we will rip your underwear,2019/4/1,GAME_ACTION,791757,Teen,this is a rip of of you know what kick your butt all the wae to pizza hut is you drare to compare we will rip your underwear,124,3,3,3,3
Tubi - Free Movies & TV Shows,Sharon Hamilton,3-Apr-19,2,tubi not responding,2019/4/7,ENTERTAINMENT,1568598,Teen,tubi not responding,19,1,1,1,1
"iHeartRadio - Free Music, Radio & Podcasts",Melvin Hockley,27-Mar-19,5,better than Pandora,2019/4/1,MUSIC_AND_AUDIO,1164009,Teen,better than Pandora,19,4,4,4,4
Bowmasters,Gabriel Foster,9-May-19,5,i love the game everything is amazing,2019/5/9,GAME_ACTION,1012498,Teen,i love the game everything is amazing,37,4,4,4,4
Venmo Mobile Wallet: Send & Receive Money,A Google User,15-Mar-19,5,"quick, easy and inexpensive. And the app works beautifully which is a breath of fresh air esp after one's that super suck like securus tech but is also appreciated, thanks venmo!",2019/4/1,FINANCE,434965,Everyone,quick easy and inexpensive And the app works beautifully which is a breath of fresh air esp after ones that super suck like securus tech but is also appreciated thanks venmo,173,4,3,4,4
Duolingo: Learn Languages Free,Shobith Ram,6-Mar-19,5,"Excellent app, user friendly, addictive and the best part is it's fun to learn in Duolingo __ PS: it's fast too!",2019/3/13,FAMILY,1770168,Everyone,Excellent app user friendly addictive and the best part is its fun to learn in Duolingo  PS its fast too,104,4,3,4,4
Family Locator - GPS Tracker,Jeff Shumate,24-Mar-19,5,Best investment. With kids wanting to go places this keeps me informed of the whereabouts of them at all times.,2019/3/24,LIFESTYLE,2105987,Everyone,Best investment With kids wanting to go places this keeps me informed of the whereabouts of them at all times,109,4,3,4,4
Snowball.io,,20-Mar-19,5,"Its THE BEST GAME EVER!!!There are no bugs, not very adds, its a Time killer its just a awesome game if I could rate this 10 star I totally would!I am speech less!Great job Creator!!!",2019/3/24,GAME_ACTION,764514,Everyone,Its THE BEST GAME EVERThere are no bugs not very adds its a Time killer its just a awesome game if I could rate this 10 star I totally wouldI am speech lessGreat job Creator,173,4,4,4,4
Tomb of the Mask,Siti Zuraidah,7-Apr-19,5,i love it,2019/4/7,GAME_ACTION,844507,Everyone,i love it,9,4,4,4,4
Pandora Music,Brody !!!,3-Mar-19,5,its pretty good,2019/3/9,MUSIC_AND_AUDIO,1068399,Teen,its pretty good,15,4,4,4,4
,Kristin Goddard,1-Dec-18,5,Thank you. Huntington is my bank. How does it work,2019/5/1,FINANCE,637021,,Thank you Huntington is my bank How does it work,48,3,4,3,3
Pandora - Streaming Music & Podcasts,Trent Salesky,5-Apr-19,5,i love it!!!!!!!!!!!!!!,2019/4/14,MUSIC_AND_AUDIO,1265621,Teen,i love it,9,4,4,4,4
,Karen Stein,14-Apr-19,5,it plays a lot of the songs I like and is so easy to use,2019/5/1,MUSIC_AND_AUDIO,1338925,,it plays a lot of the songs I like and is so easy to use,56,4,3,4,4
,Erin K,15-Apr-19,5,When I use this app I am better able to keep my food under control and lose weight,2019/5/1,HEALTH_AND_FITNESS,2633340,,When I use this app I am better able to keep my food under control and lose weight,82,3,3,3,3
Amazon Prime Video,Akash Pillai,20-Apr-19,5,"great app ,sound works properly it shows beautiful pictures",2019/4/21,ENTERTAINMENT,1639510,Teen,great app sound works properly it shows beautiful pictures,58,4,4,4,4
CVS/pharmacy,Wike Lopez,3-Dec-18,2,App always loses my data and have to reenter picking up prescriptions. Frustrating!,2019/3/16,HEALTH_AND_FITNESS,2380328,Everyone,App always loses my data and have to reenter picking up prescriptions Frustrating,81,1,1,4,1
,Lorrie Marshall,18-Apr-19,5,"I like that I can create my own personal music ie;King Crimson,Fleetwood Mac Reba McKentire, Chicago, Cat Steven's, and the music I love from home,ie; C&K,Kakapana,Olamana, Hapa, Peter Moon Band,BRO. IZ, , and my favorite song "" Sudden Rush ""-"" Night Marchers "" Aloha Nui Loa Lorrie",2019/5/1,MUSIC_AND_AUDIO,1355020,,I like that I can create my own personal music ieKing CrimsonFleetwood Mac Reba McKentire Chicago Cat Stevens and the music I love from homeie CKKakapanaOlamana Hapa Peter Moon BandBRO IZ  and my favorite song  Sudden Rush  Night Marchers  Aloha Nui Loa Lorrie,260,4,3,3,3
Google Classroom,,5-Mar-19,5,another way of interacting between students and teachers,2019/3/8,EDUCATION,7272,Everyone,another way of interacting between students and teachers,56,3,3,3,3
Love Poly - New puzzle game,,22-Mar-19,5,it is so fun and it is and always will be a mystery at the beginning I Me Myself is saying that this game is awsome and great,2019/3/24,FAMILY,1823540,Everyone,it is so fun and it is and always will be a mystery at the beginning I Me Myself is saying that this game is awsome and great,125,4,4,4,4
Helix Jump,A Google User,27-Mar-19,5,it is a really good game and ot is a mind game,2019/4/1,GAME_ACTION,795052,Everyone,it is a really good game and ot is a mind game,46,4,4,4,4
Tubi - Free Movies & TV Shows,Erich Detering,13-Apr-19,5,I watched allot of great movies on Tubi and enjoyed all of them. I would reccommend Tubi to everyone. It's a great alternative to NetFlix or Amazon prime. And It's FREE..,2019/4/14,ENTERTAINMENT,1611586,Teen,I watched allot of great movies on Tubi and enjoyed all of them I would reccommend Tubi to everyone Its a great alternative to NetFlix or Amazon prime And Its FREE,163,3,3,4,3
Bank of America Mobile Banking,Susan King,4-Apr-19,4,overall easy to use and access information,2019/4/7,FINANCE,469886,Everyone,overall easy to use and access information,42,4,4,3,4
Cash App,Voche68,3-Apr-19,4,Kinda like PayPal but less fees,2019/4/7,FINANCE,504017,Everyone,Kinda like PayPal but less fees,31,3,4,4,4
Google Play Games,,10-Mar-19,5,very easy to use,2019/3/13,ENTERTAINMENT,1405102,Teen,very easy to use,16,4,4,3,4
YouTube Music - Stream Songs & Music Videos,know the truth,30-Apr-19,1,turn off when you come out of app. what good is a music app if you cant browse.,2019/5/9,MUSIC_AND_AUDIO,1360073,Teen,turn off when you come out of app what good is a music app if you cant browse,77,1,2,1,1
ABCmouse.com,Destiney sheree,2-Jan-18,5,It is good for my 3 your ody babby,2019/3/8,EDUCATION,14532,Everyone,It is good for my 3 your ody babby,34,4,4,4,4
slither.io,Raihan A,19-Apr-19,5,"Please may we have a pause button in the game as when I need to blow my nose, I die. :( The game overall is amazing, very addictive too!",2019/4/21,GAME_ACTION,937708,Everyone,Please may we have a pause button in the game as when I need to blow my nose I die  The game overall is amazing very addictive too,130,2,2,2,2
YouTube Kids,A Google User,3-Mar-19,5,good and fun,2019/4/1,FAMILY,1831030,Everyone,good and fun,12,4,4,4,4
"Hulu: Stream TV, Movies & more",Mike Reade,29-Mar-19,4,it would be nice if the movies were a little more current,2019/4/1,ENTERTAINMENT,1528851,Teen,it would be nice if the movies were a little more current,57,2,2,2,2
Roblox,Adam Yousif,20-Apr-19,5,I love roblox so much that I keep playing it with my friend Sara and suad they love it as much as u do I give you five stars to the game my fav is adopt me and meep city and the plaza,2019/4/21,FAMILY,1976040,Everyone 10+,I love roblox so much that I keep playing it with my friend Sara and suad they love it as much as u do I give you five stars to the game my fav is adopt me and meep city and the plaza,183,4,4,4,4
,A Google User,28-Feb-19,1,its not fun you have to pay but ther isother appd youdont have to pay fir,2019/5/1,LIFESTYLE,2301131,,its not fun you have to pay but ther isother appd youdont have to pay fir,73,3,2,3,3
CVS/pharmacy,A Google User,19-Nov-18,1,App kept crashing when trying to print photo. No troubleshooting support.,2019/4/1,HEALTH_AND_FITNESS,2450890,Everyone,App kept crashing when trying to print photo No troubleshooting support,71,1,1,1,1
Family Locator - GPS Tracker,Ariyansi Hanjaya,9-May-19,5,It's quite precise. I need this app to keep tap on my teenagers. It's so useful. I definitely appreciate this app.,2019/5/9,LIFESTYLE,2337503,Everyone,Its quite precise I need this app to keep tap on my teenagers Its so useful I definitely appreciate this app,108,3,3,4,3
Tomb of the Mask,,19-Mar-19,1,"._. this is kind of pointless, but i have my reasons",2019/3/24,GAME_ACTION,752641,Everyone, this is kind of pointless but i have my reasons,48,4,4,3,4
,Aakash Parmar,1-May-19,1,why is this appsking for email verification every time i open it,2019/5/1,LIFESTYLE,2286016,,why is this appsking for email verification every time i open it,64,1,1,1,1
Drink Water Reminder: Water Tracker & Alarm,Mamokone Junior,11-Apr-19,3,pls work on the alert cs i dont get any alert to remind me to drink water,2019/4/14,HEALTH_AND_FITNESS,2561027,Everyone,pls work on the alert cs i dont get any alert to remind me to drink water,73,1,2,1,1
,Sami-Pekka Lehmuskoski,14-Apr-19,5,Perfect Spotify replacement as it's essentially a good spin-off and comes with YouTube Premium. Thanks for saving me 10 euros a month!,2019/5/1,MUSIC_AND_AUDIO,1335722,,Perfect Spotify replacement as its essentially a good spinoff and comes with YouTube Premium Thanks for saving me 10 euros a month,130,4,3,4,4
Bitmoji _ Your Personal Emoji,,15-Mar-19,5,really great app for talking to friends and family,2019/3/24,ENTERTAINMENT,1474098,,really great app for talking to friends and family,50,4,3,4,4
Duolingo: Learn Languages Free,Mirna Perez,3-Apr-19,5,this application is perfect for studying english...,2019/4/7,FAMILY,1886766,Everyone,this application is perfect for studying english,48,4,4,4,4
Bank of America Mobile Banking,Cameron Brevard,10-Apr-19,5,The app always gives me what I am looking for.,2019/4/14,FINANCE,531133,Everyone,The app always gives me what I am looking for,45,3,4,3,3
SmartThings,Derek Scott,16-Feb-19,1,it sucks with Sony bravia,2019/3/13,LIFESTYLE,2103825,Everyone,it sucks with Sony bravia,25,4,1,4,4
Google Home,Richelle Cullett,15-Mar-19,1,"wrote a review about how groups weren't working, and it's gone? Are you deleting people's reviews?",2019/3/24,LIFESTYLE,2131815,Everyone,wrote a review about how groups werent working and its gone Are you deleting peoples reviews,92,1,2,1,1
,Pawan Giroh,28-Apr-19,4,very nice app,2019/5/1,MUSIC_AND_AUDIO,1314761,,very nice app,13,4,4,4,4
Fantastic Face _ Daily face & Beauty Competition,Brandon McKean,4-May-19,1,you cant even see what you look like in the future without paying,2019/5/9,LIFESTYLE,2355656,,you cant even see what you look like in the future without paying,65,3,1,3,3
Drink Water Reminder: Water Tracker & Alarm,Monisha Abraham,2-Apr-19,5,its very good app,2019/4/7,HEALTH_AND_FITNESS,2522486,Everyone,its very good app,17,4,4,4,4
Drum Pad Machine - Make Beats,A Google User,25-Mar-19,1,way too mant ads unplayable i underestand that the game needs to make money but over using ads will result in you losing players to other apps and its just a lost on your part.,2019/4/1,MUSIC_AND_AUDIO,1159662,Everyone,way too mant ads unplayable i underestand that the game needs to make money but over using ads will result in you losing players to other apps and its just a lost on your part,175,3,2,3,3
Tubi - Free Movies & TV Shows,Roblox Gamer Girl,20-Apr-19,5,love it the only thing I don't like is the ads but everything else is awesome!,2019/4/21,ENTERTAINMENT,1645997,Teen,love it the only thing I dont like is the ads but everything else is awesome,76,4,2,2,2
Apple Music,Andria Watson,6-May-19,5,hi this is cutw,2019/5/9,MUSIC_AND_AUDIO,1388891,Teen,hi this is cutw,15,4,4,3,4
,Aaron Coria,1-Apr-19,1,need to improve more it sometimes works,2019/5/1,ENTERTAINMENT,1701350,,need to improve more it sometimes works,39,1,2,1,1
Pandora Music,Lisa Gibbs,4-Apr-19,2,keeps closing on me,2019/4/7,MUSIC_AND_AUDIO,1203789,Teen,keeps closing on me,19,1,4,1,1
Photomath,,20-Mar-19,5,It gives you the right answers Can't complain __,2019/3/24,EDUCATION,43629,Everyone,It gives you the right answers Cant complain ,45,3,4,3,3
Battle Royale: FPS Shooter,,8-Mar-19,1,how can you make this game !!!! It doesn't have good graphics even we can't take weapons in this game,2019/3/8,GAME_ACTION,707495,Teen,how can you make this game  It doesnt have good graphics even we cant take weapons in this game,95,3,1,3,3
Amazon Music,Brad Kruger,22-Mar-19,5,Easy and very enjoyable to use!!!,2019/3/24,MUSIC_AND_AUDIO,1116220,Teen,Easy and very enjoyable to use,30,4,4,3,4
,A Google User,12-Feb-19,5,i love it but u guys need to make more unlocked episodes,2019/5/1,FAMILY,2015283,,i love it but u guys need to make more unlocked episodes,56,2,2,2,2